No;% accepted last year;% immediately rejected last year;Articles published last year;Average number of review reports;Average number of review rounds;Decision time immediate rejection;Difficulty of reviewer comments;Duration first review;Five-year impact factor;Issues per year;Journal link;Kind of complaint procedure;Manuscript handling fee?;Manuscripts received last year;Open access status;Overall rating manuscript handlingOverall rating manuscript handling;Quality of review reports;Total handling time accepted manuscripts;Two-year impact factor
14.0;['n/a'];['n/a'];['n/a'];2.0;2.5;;3.0;1.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/clinical-chemistry/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.8 mnths;['n/a']
15.0;['n/a'];['n/a'];['n/a'];5.0;1.5;;4.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/antioxidants-and-redox-signaling/;['n/a'];['n/a'];['n/a'];['n/a'];2.0 ;2.0;2.3 mnths;['n/a']
16.0;['n/a'];['n/a'];['n/a'];2.0;3.0;;2.0;2.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/pharmaceutical-biology/;['n/a'];['n/a'];['n/a'];['n/a'];1.0 ;2.0;9.3 mnths;['n/a']
17.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-endocrinology-and-metabolism/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;0.9 mnths;['n/a']
18.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/biomedical-chromatography/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.8 mnths;['n/a']
19.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/european-journal-of-clinical-investigation/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.1 mnths;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/steroids/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.1 mnths;['n/a']
22.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/expert-opinion-on-biological-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;2.2 mnths;['n/a']
23.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.5 mnths;['n/a'];['n/a'];https://scirev.org/journal/amino-acids/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.5 mnths;['n/a']
24.0;['n/a'];['n/a'];['n/a'];1.0;1.0;;;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/pteridines/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;0.8 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-liquid-chromatography-and-related-technologies/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;4.0;2.3 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;4.0;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/critical-reviews-in-clinical-laboratory-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;2.1 mnths;['n/a']
27.0;['n/a'];['n/a'];['n/a'];3.0;3.0;;4.0;1.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/transfusion-medicine-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;2.6 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/regulatory-peptides/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.5 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/pfl/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/acta-bioquimica-clinica-latinoamericana/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/experimental-biology-and-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biomarkers-in-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-laboratory/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/electrophoresis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bio-tribune-magazine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/iranian-biomedical-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinica-chimica-acta/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/metabolomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/current-drug-targets/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/angiogenesis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/revista-romana-de-medicina-de-laborator/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/hemoglobin/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bulletin-of-experimental-biology-and-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-bioethics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/progress-in-histochemistry-and-cytochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/experimental-dermatology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-laboratory-analysis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-laboratory-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/european-cytokine-network/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biochemia-medica/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/iubmb-life/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-and-vaccine-immunology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/molecular-and-cellular-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/current-protocols-in-essential-laboratory-techniques/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annales-de-biologie-clinique/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/scandinavian-journal-of-clinical-and-laboratory-investigation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/in-vivo/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cell-biochemistry-and-function/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-pharmaceutical-and-biomedical-analysis/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-respiratory-cell-and-molecular-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/prostaglandins-leukotrienes-and-essential-fatty-acids/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/prostaglandins-leukotrienes-and-essential-fatty-acids/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biomedicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
14.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-fluorescence/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
15.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-proteomics/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
16.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biofactors/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
17.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-biomedical-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
18.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/molecular-aspects-of-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
19.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cytotechnology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
20.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annals-of-clinical-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
21.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/indian-journal-of-clinical-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
22.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cell-communication-and-adhesion/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
23.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/korean-journal-of-laboratory-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
24.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/american-journal-of-translational-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
25.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/proteomics-clinical-applications/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
26.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-inflammation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
27.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinics-in-laboratory-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
28.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/experimental-and-molecular-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
29.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biological-chemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
30.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-cellular-physiology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/nature-protocols/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/disease-markers/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-biological-markers/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/transfusion-clinique-et-biologique/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/chemistry-and-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/lipids-in-health-and-disease/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/expert-opinion-on-therapeutic-targets/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/boletin-de-la-sociedad-botanica-de-mexico/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/experimental-and-molecular-pathology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/biological-trace-element-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-clinical-biochemistry-and-nutrition/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/clinical-chemistry-and-laboratory-medicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/open-clinical-chemistry-journal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/drug-target-insights/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/asian-biomedicine/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-laboratory-hematology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
47.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/chromatographia/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
48.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/magnesium-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
49.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/analytical-letters/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
0.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/growth-factors/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
1.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/british-journal-of-biomedical-science/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
2.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-medical-biochemistry/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
3.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/current-drug-metabolism/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
4.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/birth-defects-research-part-c-embryo-today-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
5.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/sexual-development/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
6.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/developmental-cell/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
7.0;['83'];['5'];['50'];;;;;;[];['7'];https://scirev.org/journal/international-review-of-cell-and-molecular-biology/;['Editorial board'];['no'];['60'];['optional'];;;;[]
8.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/reproductive-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
9.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/stem-cell-research-and-therapy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
10.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/gene-expression-patterns/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
11.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/bmc-developmental-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
12.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/vascular-cell/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
13.0;['n/a'];['n/a'];['n/a'];2.3;2.0;;2.8;1.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/stem-cells-and-development/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.3;2.1 mnths;['n/a']
14.0;['n/a'];['n/a'];['n/a'];2.0;2.0;14 days;4.0;1.1 mnths;['n/a'];['n/a'];https://scirev.org/journal/stem-cells/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.5;1.6 mnths;['n/a']
15.0;['n/a'];['n/a'];['n/a'];1.5;3.0;;3.5;1.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/mechanisms-of-ageing-and-development/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;4.0;3.3 mnths;['n/a']
16.0;['n/a'];['n/a'];['n/a'];2.0;1.5;;4.0;1.3 mnths;['3.51'];['12'];https://scirev.org/journal/reproduction/;['Editor'];['no'];['n/a'];['optional'];4.0 ;4.0;1.5 mnths;['3.55']
17.0;['39'];['31'];['203'];2.0;2.0;;2.0;1.8 mnths;['2.79'];['12'];https://scirev.org/journal/american-journal-of-botany/;['Editorial board'];['no'];['545'];['optional'];5.0 ;5.0;2.2 mnths;['2.81']
18.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;1.4 mnths;['n/a'];['n/a'];https://scirev.org/journal/stem-cell-research/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.5 mnths;['n/a']
19.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;1.0;2.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/developmental-dynamics/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;2.5 mnths;['n/a']
20.0;['47'];['19'];['53'];3.0;2.0;;1.0;1.3 mnths;['3.30'];['6'];https://scirev.org/journal/developmental-neuroscience/;['Editor'];['no'];['83'];['optional'];3.0 ;4.0;1.4 mnths;['3.40']
21.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;3.0;3.0 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-anatomy/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;3.5 mnths;['n/a']
22.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/neurobiology-of-aging/;['n/a'];['n/a'];['n/a'];['n/a'];3.0 ;1.0;1.2 mnths;['n/a']
23.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/zoomorphology/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.7 mnths;['n/a']
24.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;1.0;2.3 mnths;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-developmental-biology/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;2.3 mnths;['n/a']
25.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;0.0;0.8 mnths;['n/a'];['n/a'];https://scirev.org/journal/mechanisms-of-development/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.8 mnths;['n/a']
26.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;2.1 mnths;['2.04'];['6'];https://scirev.org/journal/arthropod-structure-and-development/;['n/a'];['no'];['n/a'];['optional'];5.0 ;5.0;2.1 mnths;['1.65']
27.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;5.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/tissue-and-cell/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;0.9 mnths;['n/a']
28.0;['n/a'];['n/a'];['n/a'];2.0;1.0;;;1.2 mnths;['n/a'];['n/a'];https://scirev.org/journal/journal-of-experimental-zoology-part-b-molecular-and-developmental-evolution/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;4.0;1.2 mnths;['n/a']
29.0;['n/a'];['n/a'];['n/a'];1.0;2.0;;1.0;0.7 mnths;['n/a'];['n/a'];https://scirev.org/journal/development/;['n/a'];['n/a'];['n/a'];['n/a'];5.0 ;5.0;0.9 mnths;['n/a']
30.0;['n/a'];['n/a'];['n/a'];2.0;2.0;;2.0;0.9 mnths;['n/a'];['n/a'];https://scirev.org/journal/molecular-reproduction-and-development/;['n/a'];['n/a'];['n/a'];['n/a'];4.0 ;3.0;1.0 mnths;['n/a']
31.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-morphology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
32.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/invertebrate-reproduction-and-development/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
33.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/reproductive-biology-and-endocrinology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
34.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/development-genes-and-evolution/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
35.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/in-vitro-cellular-and-developmental-biology-animal/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
36.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/neonatology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
37.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/brain-research/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
38.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/zebrafish/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
39.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/journal-of-thermal-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
40.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annals-of-anatomy/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
41.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/stem-cell-reviews/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
42.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/reproductive-biomedicine-online/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
43.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/development-growth-and-differentiation/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
44.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/international-journal-of-biological-sciences/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
45.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/cell-cycle/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
46.0;['n/a'];['n/a'];['n/a'];;;;;;['n/a'];['n/a'];https://scirev.org/journal/annual-review-of-cell-and-developmental-biology/;['n/a'];['n/a'];['n/a'];['n/a'];;;;['n/a']
